event,x,y,z,adc,zelem,layer
74,8.15431,-0.0730993,-20.5725,60,1,4
74,7.41497,3.12303,-18.5725,180,1,4
74,7.10197,3.66284,-16.5725,35,1,4
74,6.66376,4.41859,-16.5725,90,1,4
74,7.54213,2.90372,-14.5725,80,1,4
74,7.2839,3.34908,-20.5725,150,1,4
74,7.04915,3.75394,-22.5725,500,1,4
74,7.57734,2.84299,-14.5725,995,1,4
74,7.503,2.9712,-14.5725,300,1,4
74,4.40066,6.46346,-22.5725,455,1,4
74,4.17408,6.59362,-18.5725,570,1,4
74,3.74461,6.84034,-16.5725,90,1,4
74,-0.417146,7.66345,-16.5725,210,1,4
74,-0.409346,7.66336,-16.5725,90,1,4
74,0.0742215,7.65778,-22.5725,90,1,4
74,0.877568,7.64852,-20.5725,210,1,4
74,0.0664221,7.65787,-22.5725,210,1,4
74,0.900967,7.64825,-16.5725,90,1,4
74,-0.674529,7.66642,-18.5725,150,1,4
74,-0.666729,7.66633,-18.5725,60,1,4
74,0.893167,7.64834,-18.5725,60,1,4
74,-3.53102,6.91566,-16.5725,210,1,4
74,-3.4637,6.95505,-14.5725,45,1,4
74,-3.54112,6.90975,-16.5725,195,1,4
74,-4.30189,6.46467,-16.5725,360,1,4
74,-3.45697,6.95899,-14.5725,60,1,4
74,-3.40311,6.9905,-22.5725,120,1,4
74,-4.69574,6.23425,-14.5725,210,1,4
74,-4.70247,6.23031,-14.5725,60,1,4
74,-7.47354,2.89142,-14.5725,165,1,4
74,-6.73576,4.17222,-14.5725,840,1,4
74,-7.48133,2.8779,-20.5725,330,1,4
74,-6.66179,4.30064,-16.5725,120,1,4
74,-7.45213,2.92859,-22.5725,90,1,4
74,-8.07556,-0.745862,-22.5725,195,1,4
74,-8.07593,-0.453362,-20.5725,525,1,4
74,-8.07576,-0.589862,-20.5725,165,1,4
74,-8.07621,-0.234963,-14.5725,185,1,4
74,-8.07519,-1.03056,-20.5725,175,1,4
74,-6.95533,-4.3791,-22.5725,45,1,4
74,-6.97481,-4.34532,-20.5725,470,1,4
74,-7.37616,-3.64934,-22.5725,395,1,4
74,-4.41095,-6.9927,-22.5725,180,1,4
74,-3.42152,-7.56435,-20.5725,210,1,4
74,-3.93818,-7.26584,-18.5725,245,1,4
74,-0.27099,-8.21338,-16.5725,95,1,4
74,-0.26319,-8.21338,-14.5725,90,1,4
74,0.55971,-8.21254,-14.5725,35,1,4
74,-0.20469,-8.21332,-22.5725,180,1,4
74,-1.10949,-8.21423,-16.5725,210,1,4
74,0.60651,-8.2125,-20.5725,45,1,4
74,0.62211,-8.21248,-20.5725,60,1,4
74,4.86392,-6.73558,-20.5725,150,1,4
74,5.0157,-6.64746,-22.5725,420,1,4
74,4.47607,-6.96079,-20.5725,135,1,4
74,4.15229,-7.14879,-20.5725,90,1,4
74,6.76507,-4.78524,-22.5725,35,1,4
74,6.77673,-4.76496,-22.5725,45,1,4
74,6.79811,-4.72776,-22.5725,95,1,4
74,6.83893,-4.65676,-22.5725,45,1,4
74,6.99832,-4.37951,-14.5725,210,1,4
74,6.99443,-4.38627,-16.5725,695,1,4
74,6.96722,-4.43361,-18.5725,150,1,4
74,6.61151,-5.05235,-16.5725,80,1,4
74,7.34431,-3.77768,-14.5725,315,1,4
74,8.15751,-1.05979,11.6275,180,2,4
74,8.15462,-0.166699,8.42755,90,2,4
74,8.15452,-0.135499,11.6275,90,2,4
74,6.83591,4.12169,3.62755,115,2,4
74,7.24282,3.41993,11.6275,120,2,4
74,7.37584,3.1905,0.42755,90,2,4
74,7.46975,3.02856,8.42755,150,2,4
74,7.58712,2.82613,11.6275,120,2,4
74,6.79287,4.19592,11.6275,630,2,4
74,7.14892,3.58187,3.62755,90,2,4
74,7.53235,2.92059,2.02755,210,2,4
74,4.72868,6.27502,8.42755,35,2,4
74,4.05572,6.66161,8.42755,90,2,4
74,4.74897,6.26336,10.0275,90,2,4
74,3.8934,6.75487,10.0275,165,2,4
74,5.05332,6.08852,3.62755,60,2,4
74,3.75475,6.83452,6.82755,35,2,4
74,4.85719,6.20119,8.42755,275,2,4
74,4.09969,6.63636,0.42755,90,2,4
74,4.91806,6.16622,3.62755,90,2,4
74,4.66443,6.31193,5.22755,135,2,4
74,4.11998,6.6247,11.6275,210,2,4
74,0.10152,7.65747,6.82755,70,2,4
74,0.082021,7.65769,6.82755,60,2,4
74,0.0586226,7.65796,6.82755,195,2,4
74,0.0742215,7.65778,6.82755,35,2,4
74,-0.222159,7.6612,0.42755,60,2,4
74,0.659183,7.65104,2.02755,35,2,4
74,0.783974,7.6496,0.42755,150,2,4
74,-0.214359,7.66111,0.42755,90,2,4
74,-0.105167,7.65985,6.82755,360,2,4
74,0.932164,7.64789,10.0275,45,2,4
74,-0.132465,7.66017,5.22755,270,2,4
74,-0.744724,7.66723,0.42755,120,2,4
74,0.69818,7.65059,10.0275,35,2,4
74,-4.09655,6.5848,3.62755,90,2,4
74,-3.78686,6.76599,8.42755,45,2,4
74,-3.29202,7.05549,0.42755,840,2,4
74,-3.9215,6.68721,0.42755,35,2,4
74,-7.23021,3.31385,10.0275,90,2,4
74,-7.47159,2.8948,11.6275,180,2,4
74,-6.66568,4.29388,8.42755,90,2,4
74,-6.72213,4.19588,6.82755,210,2,4
74,-8.07593,-0.453362,8.42755,155,2,4
74,-8.07521,-1.01496,0.42755,255,2,4
74,-6.67868,-4.85885,0.42755,150,2,4
74,-6.7722,-4.69668,8.42755,60,2,4
74,-6.5462,-5.08859,10.0275,35,2,4
74,-6.8209,-4.61222,10.0275,270,2,4
74,-6.82675,-4.60208,10.0275,150,2,4
74,-7.25147,-3.86557,3.62755,210,2,4
74,-7.24757,-3.87233,3.62755,35,2,4
74,-6.85402,-4.55478,11.6275,90,2,4
74,-6.85792,-4.54803,11.6275,60,2,4
74,-4.10703,-7.16829,3.62755,95,2,4
74,-4.73176,-6.80735,6.82755,120,2,4
74,0.0449101,-8.21307,6.82755,210,2,4
74,-0.46989,-8.21359,3.62755,90,2,4
74,4.99209,-6.66117,10.0275,90,2,4
74,3.51485,-7.51891,0.42755,60,2,4
74,3.81839,-7.34266,0.42755,335,2,4
74,4.00726,-7.23299,2.02755,180,2,4
74,4.24672,-7.09395,3.62755,360,2,4
74,3.38331,-7.59528,2.02755,125,2,4
74,4.92126,-6.70229,10.0275,105,2,4
74,3.51485,-7.51891,11.6275,210,2,4
74,4.74588,-6.80412,8.42755,180,2,4
74,7.25295,-3.93659,11.6275,70,2,4
74,7.46093,-3.57481,11.6275,210,2,4
74,7.32487,-3.81149,11.6275,45,2,4
74,7.34042,-3.78444,11.6275,35,2,4
74,7.3482,-3.77091,11.6275,35,2,4
74,7.40262,-3.67624,11.6275,35,2,4
74,7.41623,-3.65258,11.6275,255,2,4
74,7.43761,-3.61538,11.6275,200,2,4
74,7.44927,-3.5951,11.6275,45,2,4
74,7.45705,-3.58157,11.6275,35,2,4
74,7.46677,-3.56467,11.6275,70,2,4
74,7.48037,-3.541,11.6275,45,2,4
74,7.48815,-3.52748,11.6275,45,2,4
74,7.51925,-3.47338,2.02755,60,2,4
74,6.84865,-4.63986,3.62755,135,2,4
74,6.88947,-4.56885,11.6275,115,2,4
74,6.70093,-4.89682,0.42755,300,2,4
74,8.15242,0.511898,13.6275,180,3,4
74,8.15558,-0.463097,15.6275,45,3,4
74,8.15691,-0.876495,13.6275,45,3,4
74,8.15361,0.1453,13.6275,60,3,4
74,7.40715,3.13652,17.6276,60,3,4
74,7.32498,3.27822,13.6275,345,3,4
74,6.67745,4.39497,13.6275,105,3,4
74,7.41888,3.11628,21.6276,315,3,4
74,7.45605,3.05217,21.6276,450,3,4
74,4.39389,6.46734,15.6275,500,3,4
74,3.82915,6.79178,13.6275,45,3,4
74,4.74897,6.26336,19.6276,60,3,4
74,4.51563,6.39741,19.6276,120,3,4
74,3.75137,6.83646,15.6275,195,3,4
74,4.45138,6.43432,21.6276,120,3,4
74,-0.0271717,7.65895,15.6275,35,3,4
74,-0.0427707,7.65913,15.6275,60,3,4
74,0.440797,7.65355,17.6276,35,3,4
74,0.432998,7.65365,17.6276,150,3,4
74,0.214612,7.65616,19.6276,180,3,4
74,0.807373,7.64933,19.6276,120,3,4
74,0.674782,7.65086,19.6276,35,3,4
74,0.429098,7.65369,19.6276,195,3,4
74,-0.588734,7.66543,19.6276,35,3,4
74,-0.588734,7.66543,21.6276,150,3,4
74,0.105419,7.65742,19.6276,180,3,4
74,0.113219,7.65733,19.6276,150,3,4
74,0.85417,7.64879,19.6276,90,3,4
74,-4.4904,6.35438,21.6276,155,3,4
74,-3.88448,6.70888,13.6275,300,3,4
74,-4.60821,6.28545,15.6275,150,3,4
74,-6.68904,4.25333,19.6276,210,3,4
74,-6.96936,3.76669,19.6276,280,3,4
74,-7.19517,3.37468,19.6276,305,3,4
74,-6.68904,4.25333,21.6276,180,3,4
74,-6.91485,3.86132,15.6275,280,3,4
74,-7.22631,3.32061,21.6276,210,3,4
74,-8.07549,-0.796562,21.6276,210,3,4
74,-8.07576,-0.589862,17.6276,210,3,4
74,-7.00209,-4.29802,19.6276,120,3,4
74,-7.00599,-4.29126,19.6276,90,3,4
74,-6.71764,-4.79128,21.6276,180,3,4
74,-7.29822,-3.78448,13.6275,35,3,4
74,-4.63045,-6.86588,15.6275,150,3,4
74,-3.3067,-7.63068,13.6275,150,3,4
74,-1.08609,-8.21421,15.6275,150,3,4
74,0.69231,-8.21241,19.6276,210,3,4
74,5.0393,-6.63375,19.6276,90,3,4
74,7.31515,-3.82839,13.6275,180,3,4
74,7.32876,-3.80473,13.6275,150,3,4
74,9.94336,-1.69425,-9.37245,90,0,5
74,9.77316,-2.56304,-4.57245,80,0,5
74,8.91867,4.36617,-9.37245,90,0,5
74,8.57643,4.87859,-9.37245,90,0,5
74,6.41806,7.35808,-2.97245,150,0,5
74,5.76299,7.7957,-12.5725,60,0,5
74,5.7111,7.83037,-6.17245,90,0,5
74,5.7565,7.80003,-12.5725,90,0,5
74,-2.44927,9.25381,-4.57245,150,0,5
74,-2.05166,9.33391,-10.9725,210,0,5
74,-2.25046,9.29386,-6.17245,90,0,5
74,-6.24539,7.44098,-9.37245,120,0,5
74,-8.00718,5.61631,-9.37245,150,0,5
74,-8.7849,4.43803,-4.57245,210,0,5
74,-9.64804,2.21747,-7.77245,570,0,5
74,-9.65635,2.17539,-6.17245,210,0,5
74,-9.67224,2.09504,-2.97245,180,0,5
74,-9.76828,1.60914,-7.77245,45,0,5
74,-9.85223,1.18446,-1.37245,425,0,5
74,-9.8227,-1.99803,-7.77245,60,0,5
74,-9.61474,-3.03824,-9.37245,210,0,5
74,-9.63768,-2.92352,-9.37245,35,0,5
74,-9.61627,-3.0306,-9.37245,90,0,5
74,-2.58057,-9.82228,-4.57245,210,0,5
74,-2.76413,-9.78556,-4.57245,360,0,5
74,-1.87691,-9.96303,-12.5725,45,0,5
74,-1.44094,-10.0502,-4.57245,35,0,5
74,-1.49448,-10.0395,-7.77245,120,0,5
74,-1.80425,-9.97757,-2.97245,255,0,5
74,2.43098,-9.84924,-10.9725,90,0,5
74,1.57459,-10.0218,-4.57245,210,0,5
74,5.69453,-8.44734,-7.77245,45,0,5
74,5.11477,-8.83622,-4.57245,155,0,5
74,5.52611,-8.56031,-4.57245,210,0,5
74,6.08319,-8.18663,-10.9725,335,0,5
74,5.67509,-8.46037,-9.37245,210,0,5
74,5.44514,-8.61462,-10.9725,95,0,5
74,8.62944,-5.3552,-4.57245,160,0,5
74,8.45026,-5.62479,-4.57245,210,0,5
74,7.92784,-6.41082,-2.97245,90,0,5
74,8.40061,-5.69949,-2.97245,210,0,5
74,8.54956,-5.47538,-1.37245,210,0,5
74,8.7676,-5.14733,-7.77245,300,0,5
74,9.95535,-1.63302,-20.5725,150,1,5
74,9.71468,-2.86156,-20.5725,180,1,5
74,7.84864,5.9683,-20.5725,150,1,5
74,8.6999,4.69373,-20.5725,120,1,5
74,8.34033,5.2321,-22.5725,515,1,5
74,8.76055,4.60292,-14.5725,80,1,5
74,5.91216,7.69604,-16.5725,60,1,5
74,6.444,7.34075,-16.5725,210,1,5
74,6.26888,7.45773,-20.5725,540,1,5
74,-1.48582,9.44791,-14.5725,450,1,5
74,-1.3176,9.4818,-18.5725,120,1,5
74,-6.14833,7.50631,-18.5725,795,1,5
74,-7.92984,5.73348,-14.5725,210,1,5
74,-7.87613,5.81486,-14.5725,330,1,5
74,-8.30796,5.16062,-16.5725,90,1,5
74,-8.65815,4.63007,-22.5725,900,1,5
74,-9.92861,0.798038,-20.5725,285,1,5
74,-9.58375,2.54268,-16.5725,150,1,5
74,-9.59487,-3.13768,-22.5725,60,1,5
74,-9.85939,-1.81446,-18.5725,570,1,5
74,-9.84028,-1.91007,-14.5725,270,1,5
74,-9.86398,-1.79151,-18.5725,180,1,5
74,-9.83799,-1.92154,-20.5725,45,1,5
74,-9.83569,-1.93301,-20.5725,185,1,5
74,-9.96643,-1.27905,-14.5725,175,1,5
74,-9.95878,-1.3173,-14.5725,105,1,5
74,-9.94655,-1.37849,-14.5725,105,1,5
74,-9.93967,-1.4129,-14.5725,70,1,5
74,-9.91444,-1.53911,-14.5725,1025,1,5
74,-9.88921,-1.66531,-14.5725,70,1,5
74,-9.88003,-1.7112,-14.5725,195,1,5
74,-9.87086,-1.75709,-14.5725,420,1,5
74,-9.86245,-1.79916,-14.5725,210,1,5
74,-9.8548,-1.83741,-14.5725,90,1,5
74,-9.8464,-1.87947,-14.5725,70,1,5
74,-9.83722,-1.92536,-14.5725,70,1,5
74,-9.82805,-1.97126,-14.5725,70,1,5
74,-9.81887,-2.01715,-14.5725,90,1,5
74,-9.8097,-2.06304,-14.5725,80,1,5
74,-9.80052,-2.10893,-14.5725,90,1,5
74,-9.79135,-2.15482,-14.5725,80,1,5
74,-9.78218,-2.20072,-14.5725,150,1,5
74,-9.97101,-1.25611,-14.5725,210,1,5
74,-7.91082,-6.35497,-20.5725,90,1,5
74,-7.99281,-6.23152,-18.5725,60,1,5
74,-1.41417,-10.0556,-22.5725,245,1,5
74,-2.56527,-9.82534,-22.5725,210,1,5
74,5.85647,-8.33871,-20.5725,150,1,5
74,6.50748,-7.90203,-18.5725,80,1,5
74,5.29939,-8.71238,-20.5725,150,1,5
74,8.54093,-5.48837,-22.5725,210,1,5
74,9.84717,1.62431,0.42755,45,2,5
74,9.8017,1.85385,11.6275,150,2,5
74,9.88429,1.43685,6.82755,185,2,5
74,8.94033,4.33374,2.02755,60,2,5
74,8.92733,4.3532,2.02755,90,2,5
74,8.70423,4.68725,2.02755,95,2,5
74,8.81253,4.52509,3.62755,405,2,5
74,8.75405,4.61265,3.62755,45,2,5
74,8.40315,5.13805,6.82755,120,2,5
74,8.18654,5.46237,8.42755,45,2,5
74,8.39665,5.14778,6.82755,360,2,5
74,8.923,4.35968,2.02755,35,2,5
74,8.21254,5.42345,11.6275,60,2,5
74,8.21687,5.41696,11.6275,45,2,5
74,8.92733,4.3532,2.02755,35,2,5
74,5.79866,7.77187,0.42755,210,2,5
74,5.36736,8.06001,2.02755,35,2,5
74,6.41806,7.35808,6.82755,60,2,5
74,5.189,8.17917,8.42755,420,2,5
74,5.97054,7.65705,10.0275,60,2,5
74,5.21818,8.15967,10.0275,330,2,5
74,4.91659,8.36115,10.0275,80,2,5
74,5.20521,8.16833,8.42755,150,2,5
74,6.43103,7.34941,6.82755,120,2,5
74,4.86795,8.39365,11.6275,35,2,5
74,6.42454,7.35374,6.82755,35,2,5
74,5.98351,7.64838,3.62755,90,2,5
74,5.88622,7.71338,5.22755,90,2,5
74,6.20403,7.50106,2.02755,60,2,5
74,3.13429,9.12621,3.62755,120,2,5
74,1.71484,9.40673,0.42755,300,2,5
74,1.30163,9.48839,8.42755,95,2,5
74,1.24807,9.49897,2.02755,105,2,5
74,2.57952,9.23585,10.0275,180,2,5
74,2.3997,9.27138,10.0275,180,2,5
74,1.90997,9.36817,5.22755,35,2,5
74,2.88177,9.17612,6.82755,60,2,5
74,2.00179,9.35002,8.42755,45,2,5
74,1.81432,9.38707,10.0275,215,2,5
74,-5.07419,8.22931,5.22755,90,2,5
74,-5.15508,8.17487,2.02755,150,2,5
74,-5.21008,8.13785,2.02755,120,2,5
74,-8.20054,5.32337,10.0275,90,2,5
74,-8.44975,4.9458,11.6275,120,2,5
74,-7.91265,5.75952,10.0275,150,2,5
74,-8.60873,4.70494,3.62755,210,2,5
74,-9.6503,2.206,11.6275,90,2,5
74,-9.85903,1.15003,0.42755,150,2,5
74,-9.60266,2.44703,10.0275,105,2,5
74,-9.84257,-1.89859,5.22755,330,2,5
74,-9.75465,-2.33839,6.82755,105,2,5
74,-7.80724,-6.51091,8.42755,90,2,5
74,-8.23232,-5.87091,10.0275,150,2,5
74,-7.83529,-6.46868,8.42755,80,2,5
74,-8.42435,-5.58177,11.6275,45,2,5
74,-5.23226,-8.7083,3.62755,180,2,5
74,-5.86779,-8.28356,5.22755,90,2,5
74,-1.9228,-9.95385,11.6275,90,2,5
74,2.97769,-9.73908,0.42755,245,2,5
74,6.17711,-8.12363,8.42755,210,2,5
74,6.24513,-8.07801,6.82755,210,2,5
74,5.23785,-8.75366,8.42755,70,2,5
74,5.25728,-8.74063,8.42755,150,2,5
74,5.41599,-8.63417,8.42755,300,2,5
74,6.21274,-8.09973,10.0275,60,2,5
74,5.76578,-8.39954,8.42755,60,2,5
74,8.80861,-5.08561,2.02755,60,2,5
74,8.32937,-5.80668,3.62755,90,2,5
74,8.80429,-5.09211,2.02755,35,2,5
74,8.09191,-6.16396,8.42755,35,2,5
74,8.76544,-5.15057,6.82755,90,2,5
74,8.76112,-5.15707,6.82755,120,2,5
74,8.33801,-5.79369,0.42755,180,2,5
74,8.44162,-5.63778,0.42755,210,2,5
74,8.71363,-5.22853,0.42755,210,2,5
74,8.07032,-6.19644,6.82755,120,2,5
74,9.95685,-1.62536,13.6275,210,3,5
74,9.89987,-1.91623,15.6275,90,3,5
74,9.68169,-3.02996,17.6276,125,3,5
74,9.77241,-2.56686,21.6276,240,3,5
74,9.8099,-2.3755,21.6276,305,3,5
74,9.8204,-2.32192,21.6276,265,3,5
74,9.88562,-1.98895,21.6276,90,3,5
74,9.8144,-2.35254,21.6276,35,3,5
74,9.8204,-2.32192,21.6276,60,3,5
74,10.0408,-1.19671,13.6275,150,3,5
74,9.85488,-2.14587,13.6275,90,3,5
74,9.82115,-2.31809,17.6276,105,3,5
74,9.93809,1.16523,17.6276,150,3,5
74,9.66758,2.531,19.6276,600,3,5
74,7.86597,5.94236,19.6276,45,3,5
74,7.86164,5.94884,19.6276,45,3,5
74,8.7064,4.684,13.6275,60,3,5
74,8.27319,5.33264,13.6275,45,3,5
74,8.68907,4.70995,13.6275,480,3,5
74,8.40748,5.13156,19.6276,345,3,5
74,8.39448,5.15102,19.6276,45,3,5
74,6.40509,7.36674,21.6276,45,3,5
74,6.3986,7.37108,21.6276,60,3,5
74,5.29601,8.10767,17.6276,210,3,5
74,5.85379,7.73504,19.6276,45,3,5
74,1.47763,9.4536,17.6276,120,3,5
74,2.17396,9.31599,17.6276,420,3,5
74,1.91379,9.36741,17.6276,420,3,5
74,3.04247,9.14436,15.6275,150,3,5
74,2.19692,9.31146,21.6276,95,3,5
74,2.15101,9.32053,21.6276,255,3,5
74,-1.30613,9.48411,13.6275,245,3,5
74,-1.82226,9.38013,21.6276,210,3,5
74,-2.51044,9.24148,17.6276,60,3,5
74,-2.7016,9.20297,15.6275,180,3,5
74,-4.90595,8.34256,17.6276,150,3,5
74,-5.76979,7.7611,13.6275,95,3,5
74,-7.92125,5.7465,15.6275,210,3,5
74,-7.80953,5.91576,17.6276,395,3,5
74,-8.38315,5.0467,15.6275,245,3,5
74,-9.90516,0.916643,19.6276,180,3,5
74,-9.62686,2.3246,21.6276,585,3,5
74,-9.5777,2.57329,21.6276,305,3,5
74,-9.64123,2.25191,21.6276,210,3,5
74,-9.84391,1.22655,15.6275,45,3,5
74,-9.88626,1.01229,19.6276,60,3,5
74,-9.6652,-2.78584,19.6276,45,3,5
74,-9.66214,-2.80114,19.6276,35,3,5
74,-9.65909,-2.81643,19.6276,35,3,5
74,-9.88156,-1.70355,17.6276,1295,3,5
74,-9.83187,-1.95214,17.6276,195,3,5
74,-5.88076,-8.27489,13.6275,60,3,5
74,-6.17907,-8.07552,19.6276,150,3,5
74,-2.67617,-9.80315,17.6276,240,3,5
74,-1.418,-10.0548,13.6275,60,3,5
74,-2.38171,-9.86206,17.6276,60,3,5
74,-1.31092,-10.0762,17.6276,210,3,5
74,2.61449,-9.81226,15.6275,210,3,5
74,1.44078,-10.0488,19.6276,240,3,5
74,1.31844,-10.0734,19.6276,150,3,5
74,1.19227,-10.0988,21.6276,90,3,5
74,1.49048,-10.0388,21.6276,120,3,5
74,1.52106,-10.0326,21.6276,35,3,5
74,6.07023,-8.19532,21.6276,60,3,5
74,6.43946,-7.94765,13.6275,180,3,5
74,7.87172,-6.49527,13.6275,210,3,5
74,7.87603,-6.48877,13.6275,90,3,5
74,10.6865,-0.64095,-9.37245,180,0,6
74,10.6865,-0.62145,-9.37245,60,0,6
74,10.6861,-0.19635,-9.37245,80,0,6
74,10.6856,0.39645,-6.17245,95,0,6
74,10.6867,-0.956849,-1.37245,180,0,6
74,10.6861,-0.16905,-2.97245,90,0,6
74,8.23745,6.49395,-1.37245,330,0,6
74,7.08867,7.63959,-1.37245,270,0,6
74,7.23503,7.49363,-1.37245,90,0,6
74,3.51041,9.67565,-7.77245,90,0,6
74,4.90331,9.09444,-1.37245,90,0,6
74,3.58959,9.64261,-1.37245,60,0,6
74,0.680552,10.1397,-4.57245,90,0,6
74,0.688352,10.1398,-4.57245,150,0,6
74,0.368556,10.1381,-2.97245,45,0,6
74,0.376356,10.1381,-2.97245,210,0,6
74,-0.247635,10.1348,-10.9725,45,0,6
74,-0.661029,10.1326,-9.37245,60,0,6
74,-0.263235,10.1347,-12.5725,180,0,6
74,-3.62403,9.55746,-1.37245,80,0,6
74,-4.42289,9.22365,-7.77245,125,0,6
74,-7.37417,7.24618,-4.57245,120,0,6
74,-9.93028,3.353,-12.5725,120,0,6
74,-9.92143,3.37467,-12.5725,785,0,6
74,-9.92438,3.36744,-4.57245,45,0,6
74,-10.5988,-0.484347,-6.17245,150,0,6
74,-10.5988,-0.472647,-7.77245,215,0,6
74,-10.5988,-0.484347,-7.77245,90,0,6
74,-9.57494,-4.86,-9.37245,95,0,6
74,-9.92583,-4.01755,-9.37245,195,0,6
74,-10.0473,-3.72594,-1.37245,90,0,6
74,-8.19524,-7.043,-10.9725,120,0,6
74,-7.29223,-7.94906,-2.97245,300,0,6
74,-6.86275,-8.37998,-12.5725,570,0,6
74,-7.20413,-8.03745,-2.97245,90,0,6
74,-3.61871,-10.1806,-1.37245,210,0,6
74,-3.74132,-10.1301,-2.97245,60,0,6
74,-3.61871,-10.1806,-1.37245,210,0,6
74,-4.2426,-9.92375,-12.5725,135,0,6
74,-4.85927,-9.66984,-9.37245,150,0,6
74,-4.62847,-9.76487,-2.97245,60,0,6
74,-3.74132,-10.1301,-2.97245,60,0,6
74,-3.61871,-10.1806,-1.37245,210,0,6
74,-0.175377,-10.7406,-7.77245,210,0,6
74,-0.421065,-10.7429,-4.57245,90,0,6
74,0.698183,-10.7322,-7.77245,150,0,6
74,3.64662,-10.1773,-1.37245,425,0,6
74,3.63224,-10.1834,-1.37245,35,0,6
74,4.86598,-9.66635,-1.37245,210,0,6
74,5.03504,-9.5955,-7.77245,210,0,6
74,3.5531,-10.2165,-10.9725,35,0,6
74,3.94517,-10.0522,-10.9725,120,0,6
74,3.5531,-10.2165,-9.37245,60,0,6
74,7.28087,-8.02601,-12.5725,270,0,6
74,8.11501,-7.178,-12.5725,45,0,6
74,7.22344,-8.0844,-7.77245,60,0,6
74,7.35471,-7.95094,-7.77245,435,0,6
74,7.16601,-8.14279,-10.9725,240,0,6
74,8.15603,-7.13629,-12.5725,300,0,6
74,9.8645,-4.31797,-12.5725,45,0,6
74,10.0363,-3.89947,-7.77245,150,0,6
74,10.0304,-3.9139,-7.77245,60,0,6
74,9.64526,-4.85191,-1.37245,210,0,6
74,10.6867,-0.863249,-20.5725,180,1,6
74,10.6863,-0.47325,-16.5725,90,1,6
74,10.6854,0.60315,-22.5725,60,1,6
74,10.6854,0.63435,-22.5725,150,1,6
74,6.94783,7.78004,-14.5725,360,1,6
74,6.95335,7.77453,-16.5725,90,1,6
74,8.25125,6.48018,-20.5725,120,1,6
74,8.2264,6.50496,-20.5725,150,1,6
74,7.98063,6.75006,-20.5725,90,1,6
74,8.32858,6.40307,-22.5725,180,1,6
74,7.69896,7.03097,-20.5725,210,1,6
74,7.96406,6.76659,-16.5725,60,1,6
74,6.97269,7.75525,-20.5725,420,1,6
74,7.66858,7.06126,-20.5725,240,1,6
74,4.24105,9.37078,-20.5725,135,1,6
74,3.90992,9.50895,-16.5725,80,1,6
74,1.10955,10.142,-18.5725,90,1,6
74,1.10175,10.142,-18.5725,60,1,6
74,-3.81475,9.47777,-16.5725,420,1,6
74,-4.43729,9.21764,-16.5725,320,1,6
74,-3.39013,9.65519,-16.5725,180,1,6
74,-7.51717,7.10238,-20.5725,120,1,6
74,-7.55842,7.06089,-16.5725,215,1,6
74,-9.62662,4.0968,-18.5725,90,1,6
74,-9.79761,3.67796,-20.5725,120,1,6
74,-9.62957,4.08958,-18.5725,210,1,6
74,-9.72685,3.85128,-20.5725,180,1,6
74,-9.98924,3.20857,-16.5725,35,1,6
74,-9.98629,3.21579,-14.5725,210,1,6
74,-10.5975,0.638852,-22.5725,480,1,6
74,-10.5975,0.662252,-22.5725,120,1,6
74,-10.5994,-1.02255,-18.5725,180,1,6
74,-10.5993,-1.00695,-18.5725,165,1,6
74,-10.5989,-0.601347,-16.5725,45,1,6
74,-10.5987,-0.390747,-22.5725,210,1,6
74,-7.47944,-7.76122,-20.5725,210,1,6
74,-3.6151,-10.1821,-16.5725,210,1,6
74,-3.30496,-10.3098,-14.5725,105,1,6
74,-4.22817,-9.92969,-14.5725,240,1,6
74,-0.807148,-10.7466,-22.5725,105,1,6
74,0.588988,-10.7332,-18.5725,245,1,6
74,0.76058,-10.7316,-18.5725,420,1,6
74,-0.873444,-10.7473,-16.5725,60,1,6
74,0.199006,-10.737,-20.5725,210,1,6
74,3.679,-10.1638,-22.5725,195,1,6
74,7.4559,-7.84807,-18.5725,515,1,6
74,7.75127,-7.54779,-14.5725,210,1,6
74,7.3301,-7.97597,-20.5725,245,1,6
74,7.54615,-7.75632,-18.5725,90,1,6
74,7.23164,-8.07606,-16.5725,105,1,6
74,7.4559,-7.84807,-16.5725,420,1,6
74,7.43129,-7.87309,-14.5725,60,1,6
74,10.1208,-3.69383,-18.5725,105,1,6
74,10.066,-3.82731,-16.5725,375,1,6
74,10.0822,-3.78763,-16.5725,150,1,6
74,10.26,-3.3547,-16.5725,305,1,6
74,9.96523,-4.07264,-16.5725,60,1,6
74,9.666,-4.8014,-18.5725,35,1,6
74,10.6859,0.0532502,6.82755,120,2,6
74,10.6854,0.61485,10.0275,245,2,6
74,10.687,-1.23765,11.6275,180,2,6
74,10.1637,3.05397,8.42755,45,2,6
74,10.1666,3.04676,8.42755,150,2,6
74,10.0922,3.22698,3.62755,45,2,6
74,10.0952,3.21977,3.62755,150,2,6
74,9.94326,3.58743,8.42755,150,2,6
74,9.94028,3.59464,8.42755,60,2,6
74,10.2113,2.93862,0.42755,60,2,6
74,10.0594,3.30628,5.22755,60,2,6
74,9.51735,4.61831,2.02755,35,2,6
74,10.0564,3.31349,5.22755,60,2,6
74,10.2143,2.93141,0.42755,60,2,6
74,8.12422,6.60686,11.6275,90,2,6
74,8.00272,6.72803,2.02755,120,2,6
