event,x,y,z,adc,zelem,layer
74,-66.7575,16.5766,4.88904,155,1,48
74,-68.0681,15.8363,5.71193,141,1,49
74,-69.3208,15.3244,6.44804,555,1,50
74,-70.52,14.919,6.80819,440,1,51
74,-71.7831,14.1923,7.52346,446,1,52
74,-74.279,12.8327,9.02998,388,1,54
74,-26.7049,16.7087,23.8922,98,1,7
74,-27.2734,16.8573,24.0595,89,1,8
74,-27.7832,17.1138,24.2185,271,1,9
74,-28.3196,17.3151,24.1526,3808,1,10
74,-28.8998,17.4556,24.4385,149,1,11
74,-29.4579,17.6212,24.5551,153,1,12
74,-30.0238,17.7854,24.7664,87,1,13
74,-30.6069,17.9098,24.9314,476,1,14
74,-31.1809,18.0606,25.0124,696,1,15
74,-31.7562,18.1872,25.1994,212,1,16
74,-32.3373,18.3108,25.3101,265,1,17
74,-32.9253,18.4095,25.5289,364,1,18
74,-33.5132,18.5207,25.779,540,1,19
74,-34.0916,18.637,25.8424,307,1,20
74,-34.7215,18.6717,26.123,177,1,21
74,-35.2294,18.9166,26.1064,133,1,22
74,-37.1529,18.8513,26.5915,496,1,23
74,-38.2022,19.0315,26.8633,487,1,24
74,-39.3221,19.0682,27.3159,276,1,25
74,-40.4697,19.0489,27.5315,205,1,26
74,-41.575,19.0887,27.7033,417,1,27
74,-43.7715,19.1654,28.3926,144,1,29
74,-44.9472,19.0276,28.5387,363,1,30
74,-46.13,18.848,28.9252,384,1,31
74,-47.268,18.7376,29.2165,524,1,32
74,-48.3814,18.6908,29.3736,87,1,33
74,-49.5928,18.3919,29.8402,662,1,34
74,-50.7153,18.304,30.0755,1341,1,35
74,-51.8923,18.0122,30.3744,352,1,36
74,-52.9632,18.0326,30.656,105,1,37
74,-54.2565,17.3981,31.504,3465,1,38
74,-56.484,16.7371,31.4979,383,1,39
74,-57.679,16.5576,31.8907,146,1,40
74,-61.622,14.4859,33.1193,143,1,43
74,-62.819,14.2098,33.2632,1994,1,44
74,-64.1101,13.4043,33.7761,1031,1,45
74,-65.3264,12.9127,34.0515,514,1,46
74,-66.6509,11.8771,34.741,83,1,47
74,-67.8244,11.4998,34.9219,648,1,48
74,-69.0334,10.8563,35.3557,100,1,49
74,-70.2906,9.89991,35.6544,809,1,50
74,-71.5313,8.9046,36.0285,183,1,51
74,-72.7262,8.07099,36.4628,306,1,52
74,-75.1356,5.99332,37.1607,88,1,54
74,-29.6895,10.5291,22.3341,39,1,7
74,-30.1299,10.9815,22.8544,490,1,8
74,-30.62,11.2908,23.3474,395,1,9
74,-31.0948,11.6234,23.7437,509,1,10
74,-31.5486,12.0262,24.1544,245,1,11
74,-32.0228,12.3604,24.6088,688,1,12
74,-32.5077,12.6833,25.126,147,1,13
74,-32.9569,13.0815,25.6866,142,1,14
74,-33.4402,13.4085,26.0336,1022,1,15
74,-33.8808,13.8289,26.6967,283,1,16
74,-34.3387,14.2212,27.284,393,1,17
74,-34.8044,14.561,27.6248,423,1,18
74,-35.2683,14.9192,27.9875,342,1,19
74,-35.6937,15.3505,28.7195,341,1,20
74,-36.5708,16.1679,29.6503,460,1,22
74,-37.9042,17.2939,31.652,405,1,23
74,-38.7377,17.9339,32.0506,422,1,24
74,-39.5385,18.6293,32.943,546,1,25
74,-40.2976,19.3979,33.877,510,1,26
74,-41.0671,20.1452,34.7301,326,1,27
74,-41.8883,20.7877,35.5025,554,1,28
74,-42.7387,21.371,36.2601,346,1,29
74,-43.4103,22.3169,37.3214,1075,1,30
74,-44.1594,23.0962,38.2891,1279,1,31
74,-44.8502,23.959,39.3962,436,1,32
74,-45.6327,24.6547,39.9829,111,1,33
74,-46.3277,25.5101,41.2212,551,1,34
74,-47.0798,26.2612,41.913,306,1,35
74,-47.7543,27.1538,42.9858,566,1,36
74,-48.4777,27.9574,43.7364,215,1,37
74,-49.1483,28.822,44.7849,228,1,38
74,-50.4646,30.3951,46.5751,366,1,39
74,-51.1032,31.4574,47.9421,229,1,40
74,-51.9074,32.2469,48.4415,434,1,41
74,-52.4919,33.3983,49.8385,403,1,42
74,-53.0953,34.4727,50.9545,984,1,43
74,-53.7728,35.4335,52.1227,141,1,44
74,-54.4036,36.4639,53.124,356,1,45
74,-55.0409,37.4848,53.9968,378,1,46
74,-55.6838,38.4972,54.8894,155,1,47
74,-56.3766,39.435,55.7009,1013,1,48
74,-56.8015,40.7133,57.3973,457,1,49
74,-57.4488,41.6858,58.1206,358,1,50
74,-57.999,42.7907,59.1475,293,1,51
74,-58.4271,44.0621,60.6701,214,1,52
74,-59.0494,45.0687,61.4946,262,1,53
74,-59.5001,46.2732,62.6201,392,1,54
74,-24.3717,19.9565,-46.52,41,1,7
74,-24.8253,20.291,-46.0928,188,1,8
74,-25.2782,20.6355,-45.9635,98,1,9
74,-25.6586,21.0611,-45.1046,224,1,10
74,-26.2419,21.2433,-45.8381,37,1,11
74,-26.6684,21.6114,-45.4809,185,1,12
74,-27.1405,21.9322,-45.3366,506,1,13
74,-27.5882,22.2738,-45.2733,402,1,14
74,-28.0266,22.6366,-44.9909,30,1,15
74,-28.9959,23.2373,-44.6895,1008,1,17
74,-29.4477,23.5739,-44.5335,276,1,18
74,-29.9118,23.9047,-44.361,191,1,19
74,-30.356,24.2507,-44.1907,216,1,20
74,-30.801,24.6052,-43.8878,154,1,21
74,-31.253,24.9415,-43.728,212,1,22
74,-32.7033,25.8089,-43.0884,226,1,23
74,-33.511,26.4333,-42.6955,184,1,24
74,-34.339,27.0322,-42.4679,453,1,25
74,-35.1292,27.6784,-42.2011,152,1,26
74,-35.9706,28.2607,-41.8983,433,1,27
74,-36.8391,28.8093,-41.445,162,1,28
74,-37.6542,29.4243,-41.1402,323,1,29
74,-38.462,30.0485,-40.7546,66,1,30
74,-39.3153,30.616,-40.5517,119,1,31
74,-40.102,31.2665,-40.3134,169,1,32
74,-41.702,32.5344,-39.6122,201,1,34
74,-42.5366,33.1252,-39.2831,131,1,35
74,-43.323,33.7761,-38.7815,219,1,36
74,-44.1222,34.4109,-38.3653,375,1,37
74,-44.9019,35.0702,-38.3047,811,1,38
74,-46.5389,36.1322,-37.5998,47,1,39
74,-47.3303,36.8988,-37.1477,247,1,40
74,-48.1516,37.6282,-36.8148,120,1,41
74,-48.9835,38.3444,-36.4415,315,1,42
74,-49.8297,39.0427,-36.0946,67,1,43
74,-50.6377,39.7887,-35.7451,628,1,44
74,-51.4877,40.4822,-35.535,184,1,45
74,-52.3412,41.1716,-35.2472,79,1,46
74,-53.1353,41.9348,-34.6326,51,1,47
74,-53.928,42.6998,-34.2653,689,1,48
74,-54.7196,43.4661,-33.8737,264,1,49
74,-55.5661,44.1641,-33.7287,291,1,50
74,-56.319,44.9787,-33.1102,202,1,51
74,-57.1111,45.7444,-32.8073,395,1,52
74,-57.9072,46.5052,-32.542,179,1,53
74,-58.6992,47.2711,-32.1539,285,1,54
74,-13.1394,28.6312,-79.9168,300,0,7
74,-13.3749,29.1428,-80.1341,517,0,8
74,-13.6702,29.6344,-80.2843,426,0,9
74,-13.9234,30.1381,-80.3577,339,0,10
74,-14.2077,30.6346,-80.6504,287,0,11
74,-14.4366,31.1491,-80.8015,185,0,12
74,-14.7549,31.6303,-80.9794,250,0,13
74,-14.9761,32.1483,-81.0762,262,0,14
74,-15.3397,32.6041,-81.3088,1859,0,15
74,-15.6409,33.0833,-81.5597,271,0,16
74,-15.916,33.582,-81.5182,296,0,17
74,-16.2791,34.0307,-81.8473,107,0,18
74,-16.6594,34.4775,-81.8462,95,0,19
74,-16.8724,35.0003,-82.1065,545,0,20
74,-17.2167,35.4648,-82.2624,235,0,21
74,-17.5592,35.9237,-82.4724,138,0,22
74,-18.6964,37.2293,-82.9892,597,0,23
74,-19.2872,38.076,-83.2661,366,0,24
74,-19.9316,38.8963,-83.6334,623,0,25
74,-20.7119,39.6464,-83.728,48,0,26
74,-21.3744,40.4472,-84.2294,408,0,27
74,-22.0659,41.232,-84.4607,381,0,28
74,-22.8375,41.9729,-84.8098,242,0,29
74,-23.6409,42.6963,-85.1523,704,0,30
74,-24.3203,43.4878,-85.3552,296,0,31
74,-25.1604,44.1911,-85.7408,334,0,32
74,-25.9248,44.9359,-85.9925,547,0,33
74,-26.7839,45.6094,-86.1286,99,0,34
74,-27.5877,46.3155,-86.7204,344,0,35
74,-28.4758,46.9705,-87.0352,1585,0,36
74,-29.3364,47.6423,-87.2842,423,0,37
74,-30.1717,48.3293,-87.5953,527,0,38
74,-31.9417,49.5088,-88.2155,467,0,39
74,-32.9238,50.172,-88.4862,470,0,40
74,-33.8914,50.8449,-88.7239,667,0,41
74,-35.0063,51.4194,-89.0674,159,0,42
74,-36.0693,52.0285,-89.5146,602,0,43
74,-36.8113,52.8521,-89.8915,162,0,44
74,-38.1354,53.2503,-90.3149,164,0,45
74,-39.1899,53.8375,-90.5281,577,0,46
74,-40.3729,54.3304,-91.1439,346,0,47
74,-41.4437,54.9056,-91.444,439,0,48
74,-42.7267,55.3131,-91.8017,376,0,49
74,-43.7867,55.869,-92.0623,196,0,50
74,-44.9542,56.3387,-92.546,363,0,51
74,-46.4418,56.5514,-92.9787,147,0,52
74,-47.3097,57.2615,-93.2925,232,0,53
74,-12.0552,29.1082,51.8323,241,0,7
74,-12.261,29.6323,51.3402,40,0,8
74,-12.4653,30.1633,51.2218,229,0,9
74,-12.7009,30.6758,50.8375,182,0,10
74,-12.9467,31.1895,50.6245,145,0,11
74,-13.1276,31.7244,50.1286,287,0,12
74,-13.399,32.2271,49.7855,170,0,13
74,-13.6679,32.724,49.7978,53,0,14
74,-13.7105,33.3227,48.9805,56,0,15
74,-14.054,33.7908,48.759,647,0,16
74,-14.3236,34.2937,48.1247,49,0,17
74,-14.6046,34.7853,48.0428,298,0,18
74,-14.837,35.3045,47.6798,123,0,19
74,-15.0577,35.8226,47.233,489,0,20
74,-15.3314,36.3237,46.8964,187,0,21
74,-15.5307,36.8511,46.6517,172,0,22
74,-16.4637,38.2695,45.6393,137,0,23
74,-16.8603,39.2101,44.987,594,0,24
74,-17.3709,40.1005,44.3849,453,0,25
74,-17.8557,41.0024,43.7782,233,0,26
74,-18.409,41.8741,43.2928,68,0,27
74,-18.9195,42.7646,42.4976,858,0,28
74,-19.4324,43.654,41.9655,643,0,29
74,-19.958,44.5378,41.1695,757,0,30
74,-20.4527,45.4353,40.8505,291,0,31
74,-21.0344,46.2945,40.1465,133,0,32
74,-21.5798,47.1696,39.2847,652,0,33
74,-22.0757,48.0665,38.8819,478,0,34
74,-22.6826,48.9146,38.0347,205,0,35
74,-23.2684,49.7694,37.6589,222,0,36
74,-23.7643,50.6629,36.7783,701,0,37
74,-24.3665,51.504,36.1445,334,0,38
74,-25.4568,53.131,32.6641,1563,0,39
74,-26.0706,54.0515,34.3965,462,0,40
74,-26.7113,54.9587,33.8031,306,0,41
74,-27.3136,55.8849,33.0863,358,0,42
74,-27.9624,56.7881,32.3503,322,0,43
74,-29.3109,58.5695,30.9255,341,0,45
74,-29.9449,59.48,30.3339,374,0,46
74,-30.5341,60.4126,29.671,285,0,47
74,-31.7611,61.0308,29.65,725,1,48
74,-32,62.1361,27.9249,317,0,49
74,-32.6404,63.0435,27.4758,758,0,50
74,-33.3716,63.9015,26.7326,647,0,51
74,-34.0521,64.7795,26.0267,448,0,52
74,-34.7245,65.6619,25.289,276,0,53
74,-35.4038,66.5405,24.6083,620,0,54
74,-15.798,27.2576,-72.5771,156,0,7
74,-16.228,28.3154,-71.4832,145,0,9
74,-16.4091,28.8583,-71.031,521,0,10
74,-16.6125,29.3956,-70.2086,524,0,11
74,-16.8609,29.9015,-70.0548,559,0,12
74,-17.0016,30.4732,-69.2198,247,0,13
74,-17.2154,30.9982,-68.5853,1006,0,14
74,-17.4331,31.5276,-68.1759,141,0,15
74,-17.6369,32.0581,-67.5041,154,0,16
74,-17.8061,32.6141,-67.275,388,0,17
74,-18.0331,33.1318,-66.7385,360,0,18
74,-18.2956,33.6367,-66.2826,171,0,19
74,-18.4015,34.2209,-65.5571,225,0,20
74,-18.493,34.8195,-65.0345,151,0,21
74,-18.6115,35.3968,-64.3762,56,0,22
74,-19.3878,36.8802,-62.8055,393,0,23
74,-19.7972,37.8199,-61.8772,301,0,24
74,-20.0717,38.8272,-60.6957,308,0,25
74,-20.3932,39.8067,-59.8837,403,0,26
74,-25.4535,48.6872,-49.8735,381,0,36
74,-26.1663,49.4603,-50.7433,1178,0,37
74,-26.6796,52.5279,-49.48,941,0,39
74,-28.7283,52.6846,-48.1486,1920,0,40
74,-29.7263,53.3884,-47.9156,574,0,41
74,-9.15256,30.1414,-86.5198,67,0,7
74,-9.37132,30.6641,-86.3634,145,0,8
74,-9.48143,31.2246,-85.995,42,0,9
74,-9.70655,31.7454,-85.6872,154,0,10
74,-10.265,33.3543,-84.9006,280,0,13
74,-10.5902,34.4386,-84.4143,143,0,15
74,-10.7833,34.9688,-83.8635,299,0,16
74,-10.9843,35.5029,-83.5876,260,0,17
74,-11.204,36.0253,-83.4223,79,0,18
74,-11.5843,37.0935,-82.8057,258,0,20
74,-11.764,37.6337,-82.7299,221,0,21
74,-12.026,38.1439,-82.2286,24,0,22
74,-12.4485,39.7643,-83.0714,301,0,23
74,-13.1002,40.6249,-80.9579,746,0,24
74,-13.5682,41.5439,-80.4966,164,0,25
74,-13.9906,42.4785,-79.9135,3787,0,26
74,-14.375,43.4259,-79.4811,328,0,27
74,-14.8193,44.3529,-79.1058,213,0,28
74,-15.2412,45.2876,-78.2374,248,0,29
74,-15.7388,46.1966,-77.9423,375,0,30
74,-16.2128,47.1136,-77.4242,197,0,31
74,-16.6756,48.0344,-77.1501,207,0,32
74,-17.2094,48.9311,-76.4311,246,0,33
74,-17.6043,49.8749,-75.9203,197,0,34
74,-18.1014,50.784,-75.482,114,0,35
74,-18.6151,51.6876,-74.9477,290,0,36
74,-19.1297,52.5908,-74.3908,132,0,37
74,-19.5766,53.5127,-73.9932,71,0,38
74,-20.6913,55.1622,-72.9703,283,0,39
74,-21.2289,56.1303,-72.2563,183,0,40
74,-21.8224,57.0766,-71.8839,434,0,41
74,-22.4163,58.0227,-71.3692,270,0,42
74,-22.9585,58.9889,-70.7775,189,0,43
74,-24.7859,61.8095,-69.1872,211,0,46
74,-26.788,64.5602,-67.5614,203,0,49
74,-27.3205,65.5244,-67.0129,71,0,50
74,-28.1494,66.3582,-66.3359,173,0,51
74,-28.8755,67.2373,-65.3916,68,0,52
74,-29.4173,68.1975,-65.2927,409,0,53
74,-30.0457,69.1195,-64.7804,224,0,54
74,-9.35994,30.0809,21.7747,65,0,7
74,-9.60773,30.5952,21.8328,163,0,8
74,-9.89167,31.1013,21.8325,271,0,9
74,-10.1504,31.6081,21.8721,60,0,10
74,-10.4081,32.1214,21.8787,77,0,11
74,-10.7674,32.594,21.8559,163,0,12
74,-11.0097,33.1126,21.9652,137,0,13
74,-11.2717,33.6183,21.7001,179,0,14
74,-11.7086,34.0708,21.8041,129,0,15
74,-11.988,34.5705,21.6017,101,0,16
74,-12.2965,35.0666,21.6865,108,0,17
74,-12.5167,35.5865,21.6682,325,0,18
74,-12.8311,36.0806,21.1877,610,0,19
74,-13.4412,36.4607,21.5325,45,0,20
74,-13.7645,36.9454,21.5717,527,0,21
74,-13.8763,37.5061,21.7212,109,0,22
74,-15.0782,38.8348,21.6625,825,0,23
74,-15.8089,39.6458,21.5041,234,0,24
74,-16.3935,40.5136,21.476,47,0,25
74,-17.1703,41.304,21.5114,326,0,26
74,-17.9328,42.0836,21.433,569,0,27
74,-18.5765,42.9155,21.2773,126,0,28
74,-19.4054,43.6659,21.4903,151,0,29
74,-20.1118,44.4702,21.4315,433,0,30
74,-20.6842,45.3335,21.306,131,0,31
74,-21.605,46.0375,21.363,103,0,32
74,-22.4907,46.7387,21.2855,189,0,33
74,-23.3745,47.4409,21.2785,401,0,34
74,-24.3132,48.1161,19.9634,11768,0,35
74,-25.5946,48.6097,22.7308,805,0,36
74,-25.8349,49.6418,21.1318,1810,0,37
74,-26.7048,50.3291,21.093,424,0,38
74,-28.379,51.625,21.0018,164,0,39
74,-29.5,52.2613,20.9443,426,0,40
74,-30.3505,53.046,21.0073,411,0,41
74,-32.3187,54.4303,20.8349,2027,0,43
74,-33.4827,55.0072,20.8155,356,0,44
74,-34.3686,55.7528,20.6454,422,0,45
74,-35.5834,56.2989,20.5971,337,0,46
74,-36.6738,56.9022,20.58,269,0,47
74,-37.8147,57.4593,20.5015,336,0,48
74,-38.8569,58.0824,20.5265,183,0,49
74,-39.9202,58.6913,20.4597,309,0,50
74,-41.1276,59.2039,20.2437,81,0,51
74,-42.3586,59.6762,20.2808,401,0,52
74,-43.4226,60.2564,20.2758,644,0,53
74,-44.5252,60.8083,20.2782,2650,0,54
74,-19.2397,24.947,89.1826,977,1,7
74,-19.3847,25.543,89.8278,1274,1,8
74,-19.4078,26.2316,90.9883,456,1,9
74,-19.4784,26.878,91.9212,880,1,10
74,-19.6385,27.4661,92.6251,328,1,11
74,-19.6912,28.1255,93.4849,1422,1,12
74,-19.8092,28.7309,94.2934,639,1,13
74,-19.7591,29.4416,95.4037,267,1,14
74,-19.8947,30.0352,96.1367,365,1,15
74,-19.8745,30.7258,97.2386,988,1,16
74,-19.8978,31.3901,98.2014,369,1,17
74,-19.9807,31.9984,98.9103,715,1,18
74,-20.0348,32.6311,99.6098,134,1,19
74,-20.0199,33.2987,100.66,497,1,20
74,-19.967,33.9963,101.694,957,1,21
74,-19.9845,34.6435,102.32,665,1,22
74,-19.9117,36.5928,105.537,526,1,23
74,-19.8402,37.7962,106.605,106,1,24
74,-14.9925,27.7021,-18.6845,552,1,7
74,-15.2732,28.1903,-18.4702,52,1,8
74,-15.4245,28.7562,-18.0479,38,1,9
74,-15.6057,29.299,-17.8737,140,1,10
74,-15.7534,29.8669,-17.7829,416,1,11
74,-15.9614,30.395,-17.699,145,1,12
74,-16.1132,30.9604,-17.3997,167,1,13
74,-16.3129,31.4898,-17.2075,234,1,14
74,-16.4705,32.0464,-16.7096,445,1,15
74,-16.6745,32.5736,-16.6496,223,1,16
74,-16.8408,33.1259,-16.2801,159,1,17
74,-17.0293,33.6608,-16.1905,182,1,18
74,-17.1026,34.259,-15.9445,149,1,19
74,-17.3348,34.7722,-15.6825,51,1,20
74,-17.4947,35.3277,-15.4546,195,1,21
74,-17.6313,35.8882,-15.2692,94,1,22
74,-18.2857,37.4319,-14.662,1476,1,23
74,-18.5863,38.4217,-14.3553,238,1,24
74,-18.9048,39.4027,-14.0047,119,1,25
74,-19.5702,41.3507,-13.1898,230,1,27
74,-19.8552,42.3482,-12.8039,454,1,28
74,-20.2042,43.3141,-12.4908,712,1,29
74,-20.4522,44.3204,-11.987,149,1,30
74,-20.8336,45.2677,-11.6943,257,1,31
74,-21.0521,46.2867,-11.2645,293,1,32
74,-21.3285,47.2802,-10.9908,268,1,33
74,-21.6315,48.262,-10.5087,902,1,34
74,-21.8971,49.2602,-10.0594,198,1,35
74,-22.2023,50.2411,-9.73683,215,1,36
74,-22.4698,51.2385,-9.24848,99,1,37
74,-22.6729,52.2643,-8.74294,82,1,38
74,-23.2676,54.1237,-8.39651,964,1,39
74,-23.5854,55.1824,-8.29447,1907,1,40
74,-23.7765,56.2969,-7.67722,541,1,41
74,-24.1354,57.3375,-7.2085,438,1,42
74,-24.3926,58.4229,-6.72196,378,1,43
74,-24.5823,59.5345,-6.20653,272,1,44
74,-24.8797,60.5959,-5.78788,323,1,45
74,-25.0726,61.698,-5.30292,347,1,46
74,-25.4563,62.7259,-4.94579,3219,1,47
74,-25.5691,63.8591,-4.53281,269,1,48
74,-25.7956,64.9481,-4.1513,413,1,49
74,-26.0371,66.0313,-3.66766,258,1,50
74,-26.2056,67.1428,-3.27685,208,1,51
74,-26.4404,68.2286,-2.80141,323,1,52
74,-26.641,69.3277,-2.35838,479,1,53
74,-26.8237,70.4337,-2.01935,551,1,54
74,-20.7825,23.6693,-20.9875,71,1,7
74,-21.059,24.1757,-20.7289,163,1,8
74,-21.3752,24.6551,-20.47,522,1,9
74,-21.6724,25.1434,-20.3559,160,1,10
74,-21.9419,25.6637,-20.2705,324,1,11
74,-22.2527,26.1401,-20.0055,121,1,12
74,-22.5946,26.5969,-19.9336,399,1,13
74,-22.8934,27.0838,-19.8032,70,1,14
74,-23.126,27.6337,-19.4233,128,1,15
74,-23.4023,28.134,-19.3693,443,1,16
74,-23.6472,28.6669,-19.3158,77,1,17
74,-23.9528,29.1436,-18.9269,119,1,18
74,-24.2954,29.5982,-18.9226,721,1,19
74,-24.5797,30.092,-18.7464,406,1,20
74,-24.8365,30.6153,-18.5621,260,1,21
74,-25.1383,31.0951,-18.5396,395,1,22
74,-26.0805,32.4853,-17.9297,283,1,23
74,-26.5801,33.3931,-17.658,162,1,24
74,-27.1112,34.2756,-17.5141,4063,1,25
74,-27.6156,35.1796,-17.2328,369,1,26
74,-28.172,36.0418,-18.1584,2359,1,27
74,-28.9303,36.742,-17.1967,2446,1,28
74,-29.1996,37.8346,-16.2944,125,1,29
74,-29.6596,38.7702,-15.9275,123,1,30
74,-30.0988,39.7138,-15.6196,230,1,31
74,-30.6283,40.5913,-15.3525,462,1,32
74,-31.2092,41.431,-15.0213,141,1,33
74,-31.6248,42.3919,-14.701,892,1,34
74,-32.128,43.2886,-14.3642,179,1,35
74,-32.5357,44.2554,-14.0258,423,1,36
74,-33.0374,45.1532,-13.807,291,1,37
74,-33.5324,46.0559,-13.498,293,1,38
74,-34.4847,47.765,-13.0747,362,1,39
74,-34.8374,48.8667,-13.0078,800,1,40
74,-35.3778,49.8309,-12.6735,1410,1,41
74,-35.9023,50.8066,-12.2541,454,1,42
74,-36.3611,51.8306,-11.8165,608,1,43
74,-36.8343,52.8368,-11.545,585,1,44
74,-37.3488,53.8124,-11.2431,197,1,45
74,-37.7679,54.8518,-10.7839,784,1,46
74,-38.3067,55.8112,-10.2879,5824,1,47
74,-38.7171,56.8563,-10.1679,943,1,48
74,-39.1126,57.9115,-9.6822,427,1,49
74,-39.5053,58.9685,-9.30682,418,1,50
74,-39.9731,59.9754,-8.93338,422,1,51
74,-40.4216,60.995,-8.79333,472,1,52
74,-41.1712,63.133,-7.83066,149,1,54
74,-3.64297,31.2877,4.23808,3129,0,7
74,-3.53259,31.8662,4.52822,3002,0,8
74,-3.40612,32.4524,4.82483,2240,0,9
74,-3.30153,33.0303,5.31232,3008,0,10
74,-3.16893,33.6171,5.4234,2267,0,11
74,-3.11422,34.1895,5.62129,3029,0,12
74,-2.96852,34.7746,5.97589,2551,0,13
74,-2.91714,35.3422,6.15334,2484,0,14
74,-2.77969,35.9214,6.56989,6331,0,15
74,-2.63859,36.4949,6.7136,3243,0,16
74,-2.55083,37.0708,6.94223,2586,0,17
74,-2.38271,37.646,7.15619,4340,0,18
74,-2.27844,38.223,7.48906,2338,0,19
74,-2.16626,38.7946,7.74039,2389,0,20
74,-2.04502,39.3727,8.00916,1929,0,21
74,-1.87478,39.9481,8.26896,2036,0,22
74,-1.75965,41.6307,9.00348,1580,0,23
74,-1.2629,44.7044,10.8311,425,1,26
74,5.80021,59.7316,15.7675,52,1,40
74,5.84624,60.8302,15.9877,86,1,41
74,5.15674,31.0756,50.5129,2251,0,7
74,5.22666,31.6345,50.27,393,0,8
74,5.29838,32.1991,49.9895,624,0,9
74,5.40466,33.328,49.1713,504,0,11
74,5.49738,33.8834,48.7712,122,0,12
74,5.48699,34.4607,48.4248,369,0,13
74,5.50948,35.0269,48.0151,275,0,14
74,5.59708,35.589,47.806,212,0,15
74,5.59173,36.1595,47.2217,413,0,16
74,5.55596,36.7406,48.0145,9401,0,17
74,5.62891,37.2991,47.1809,239,0,18
74,5.68631,37.8659,46.1617,419,0,19
74,5.68956,38.4351,45.8908,464,0,20
74,5.7127,39.0071,45.5578,141,0,21
74,5.84867,39.5559,45.173,180,0,22
74,5.59846,41.2881,43.9589,276,0,23
74,5.64194,42.3141,43.5569,377,0,24
74,5.71309,44.363,41.9018,116,0,26
74,5.55705,45.4069,41.4914,462,0,27
74,5.38172,46.4529,40.5534,47,0,28
74,5.37304,47.4806,40.192,137,0,29
74,5.32208,48.513,39.2692,334,0,30
74,5.27515,49.5449,38.785,314,0,31
74,5.15416,50.5849,38.0902,356,0,32
74,5.0207,51.6264,37.3944,2014,0,33
74,4.93853,52.6621,36.7133,174,0,34
74,4.8054,53.7035,36.0148,343,0,35
74,4.66953,54.74,35.3418,409,0,36
74,4.49064,55.7746,34.5643,212,0,37
74,4.37841,56.8048,34.1381,314,0,38
74,3.94872,58.7786,32.6959,152,0,39
74,3.5141,61.0058,31.0021,160,0,41
74,3.30755,62.1188,30.3564,243,0,42
74,3.09809,63.2319,29.7153,246,0,43
74,2.87158,64.3462,29.0791,161,0,44
74,2.63928,65.4512,28.4698,384,0,45
74,2.3115,66.5557,27.6277,351,0,46
74,1.98491,67.6601,26.9099,507,0,47
74,1.82915,68.7609,26.3969,628,0,48
74,0.816055,72.0749,24.1513,935,0,51
74,0.509945,73.1789,23.351,217,0,52
74,0.190856,74.2831,22.5391,46,0,53
74,-0.179856,75.3807,21.533,229,0,54
74,-0.895401,31.4863,-65.9606,526,0,7
74,-1.17346,32.0434,-65.6351,468,0,8
74,-1.40484,32.6074,-65.3465,229,0,9
74,-1.69015,33.1538,-64.9744,136,0,10
74,-1.96081,33.7062,-64.7448,312,0,11
74,-2.28254,34.2494,-64.3191,755,0,12
74,-2.58168,34.7999,-63.9914,373,0,13
74,-2.91795,35.3422,-63.6061,241,0,14
74,-3.19545,35.8917,-63.4829,143,0,15
74,-3.53912,36.4205,-63.1897,180,0,16
74,-3.8548,36.9582,-62.9711,472,0,17
74,-4.35311,37.4701,-62.0373,1284,0,18
74,-4.58177,38.0174,-62.482,1031,0,19
74,-4.85283,38.5541,-61.9618,114,0,20
74,-5.29369,39.0716,-61.6541,452,0,21
74,-5.63219,39.5892,-61.5454,53,0,22
74,-7.01263,41.0704,-60.2936,4861,0,23
74,-7.69983,41.9845,-60.0497,459,0,24
74,-9.55139,43.6975,-58.499,658,0,26
74,-10.5035,44.5213,-58.0074,827,0,27
74,-11.2582,45.3874,-57.5843,266,0,28
74,-13.5691,46.8799,-56.1227,713,0,30
74,-14.4703,47.6803,-55.6768,118,0,31
74,-15.9932,48.266,-54.6983,637,0,32
74,-16.9034,49.0349,-54.2936,469,0,33
74,-18.5239,49.5414,-53.4893,204,0,34
74,-19.4546,50.2747,-52.8874,1316,0,35
74,-20.9814,50.7761,-52.1112,515,0,36
74,-22.3287,51.3006,-51.5097,1113,0,37
74,-23.3367,51.9722,-50.9727,143,0,38
74,-26.6796,52.5279,-49.48,941,0,39
74,-27.9654,53.1032,-49.0164,114,0,40
74,-29.7263,53.3884,-47.9156,574,0,41
74,-31.8975,53.4026,-46.7786,362,0,42
74,-33.7404,53.5675,-46.1769,602,0,43
74,-35.8976,53.4626,-45.1654,262,0,44
74,-37.7282,53.5489,-44.7843,48,0,45
74,-40.1238,53.1527,-43.5146,150,0,46
74,-42.5644,52.6299,-42.1142,2252,0,47
74,-44.1112,52.7952,-40.1284,86,0,48
74,-46.0615,52.5524,-39.3475,491,0,49
74,3.46901,31.3068,-47.9697,244,0,7
74,3.62849,31.8557,-48.0059,238,0,8
74,3.92117,32.396,-47.9999,150,0,9
74,4.07284,32.9458,-48.0077,376,0,10
74,4.31588,33.4915,-48.0405,102,0,11
74,4.56173,34.0274,-48.0316,36,0,12
74,4.75306,34.5736,-48.0054,419,0,13
74,4.94928,35.1131,-47.9708,109,0,14
74,5.30705,36.2033,-47.9979,57,0,16
74,5.55494,36.7408,-47.8885,450,0,17
74,5.73403,37.2829,-47.9742,104,0,18
74,5.97064,37.8221,-47.9607,97,0,19
